what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1295169948491
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1295169948491
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1295169948491
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1295169948507
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1295169948507
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1295169948507
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1295169948522
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1295169948522
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1295169948538
os,sysinfo,,,"win32",1295169948538
arch,sysinfo,,,"x86",1295169948538
ws,sysinfo,,,"win32",1295169948538
locale,sysinfo,,,"en_ZA",1295169948538
processors,sysinfo,,,"2",1295169948538
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1295169948538
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1295169948538
java.specification.name,sysinfo,,,"Java Platform API Specification",1295169948538
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295169948538
java.specification.version,sysinfo,,,"1.6",1295169948538
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1295169948538
java.version,sysinfo,,,"1.6.0_19",1295169948538
java.vm.info,sysinfo,,,"mixed mode, sharing",1295169948538
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1295169948538
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1295169948538
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295169948538
java.vm.specification.version,sysinfo,,,"1.0",1295169948538
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1295169948538
java.vm.version,sysinfo,,,"16.2-b04",1295169948538
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1295169948553
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1295169948741
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1295169948819
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1295169949458
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1295169949536
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1295169949599
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1295169950706
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1295169950737
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1295169950784
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1295169951034
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1295169951049
started,bundle,de.loskutov.anyedit.AnyEditTools,2.3.1.201005301956,"de.loskutov.anyedit.AnyEditTools",1295169951065
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1295169951658
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1295169951673
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1295169951736
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1295169951783
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1295169952001
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295169973576
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295182861320
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295182866578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295182868465
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295182869557
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1295182875501
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1295182875516
