what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903098985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321903163873
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321903177648
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1321903186744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321903187201
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321903195200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321903196427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321903197479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903204679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903210184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903210216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321903210271
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903211095
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321903248471
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903257227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321903311018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903357357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903357378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903357391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903357414
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321903357434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903375147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903380817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903406725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903406747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903406765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903406789
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321903406814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903431896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903431917
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321903431940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903435805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903435827
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321903435853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903461772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903461794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903461810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903461832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321903461851
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903534565
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321903679916
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321903765487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321903770089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903772773
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903772947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903773107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903773396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321903777148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903779735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903791021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321903795254
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903797427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903825458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903833281
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321903845638
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903856210
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321903856244
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903872992
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321903874978
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903885137
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321903888478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321903891834
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321903894577
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903901003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321903905505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903906641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321903907743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321903908233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321903914152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321903917158
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321903936355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321903940174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321903943923
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321903946528
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903950214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321903951344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321903971266
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321903977899
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321903985785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321903992184
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321903998689
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904002332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321904004538
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904006028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904006066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321904006096
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321904024573
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321904030754
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321904031434
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904031931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321904041479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321904044399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321904138539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321904140680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904144625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904144793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904144953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904145112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904145280
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904145457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904145816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321904153529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904158818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904158899
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321904158906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904161616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904163962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904165301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904167170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904167197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904168100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904169780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904172496
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904175577
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321904175609
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904179609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321904202116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321904235070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904249689
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904249785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321904323680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321904329177
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904330062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904330103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904330117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904330138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321904330160
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904352990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904353013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904353025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904353048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321904353070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904354402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321904354471
