what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885119149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885119169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885119180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885119200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885119218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321885123558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321885126232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885132173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885132193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885132202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885132222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885132242
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885134523
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885134563
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321885140449
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885140462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321885181316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885186010
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885187701
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321885264757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885268410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885268715
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321885271543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321885275769
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321885276948
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321885281282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321885292713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885308811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885308849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885308860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885308880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885308905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321885312901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321885313293
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321885313702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321885316850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885318950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885319130
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321885333474
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321885334892
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321885335220
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1321885338684
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1321885339347
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321885339651
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321885339806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885342339
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885344666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885384322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885384359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885384369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885384393
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885384413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885387284
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885387344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885387382
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885387389
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321885393457
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885393470
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321885394946
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321885400935
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321885405600
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1321885406157
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1321885406219
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1321885406269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1321885406281
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1321885406281
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1321885407527
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1321885408356
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1321885409773
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321885409785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885498491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885498511
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885498523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885498543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885498562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321885727802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885751845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885751865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885751885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885754992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885755012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885755023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321885755043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321885755062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886279586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886282464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886301985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886302076
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321886302083
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321886308947
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1321886311350
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1321886314612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886330173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886330193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321886330213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886331266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886331353
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321886331360
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321886338391
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321886338418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886340792
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321886360583
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321886361756
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1321886373081
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1321886374111
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321886423894
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321886426769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321886438228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321886445950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886448884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886449044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886449252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886449446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886450678
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886450869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886451028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886451205
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886451412
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886451860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886452228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886452476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321886452837
