what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875061588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321875076627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321875118216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875121775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321875147899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321875150746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321875198793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875200733
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875203461
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875209173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321875231435
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321875234186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875238156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875238308
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875238484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875238668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875238868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875239100
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875240036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875246314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875246339
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875246349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875246372
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321875246393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875249926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875265211
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875265228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875266026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875266044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875500424
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875501899
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875523825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875545534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875546756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875548523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875548541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321875548560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875549735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875552584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875552601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875553535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875553550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875568720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875568739
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321875569221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875569259
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321875569267
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875576853
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875576876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321875593252
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875594049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875602533
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321875610477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875620076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321875633112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875638076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321875640279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875646587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321875649238
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875650441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321875659421
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875660504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875661199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875667902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875671217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875684103
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875685248
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321875695921
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875696934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321875707578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875711568
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875713256
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875713424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875713584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875713752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875713928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875714255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875726623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875726641
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875726652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875726671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321875726690
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321875727891
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875732869
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321875732882
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875734271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875820006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875821776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1321875829577
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875831397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875831416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875831428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875831447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321875831465
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875833357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875835351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875837541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875837559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875838341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875838356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875848118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875848136
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321875848276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321875848315
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321875848321
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321875861789
