what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321887969854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887974568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887974588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887974598
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887974619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321887974637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887983672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887983692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887983702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887983723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321887983742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321887990253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887998521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887998542
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887998552
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321887998574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1321887998594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321888000495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321888015491
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321888018001
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1321888018001
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1321888018434
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1321888018434
